JS_ID,Year,Proficiency,Domain
73305,2000,Graphic Design,Design
73305,2006,Marketing,Business
43734,2014,Creative Writing,Literature
43734,2014,Graphic Design,Design
43734,1991,Public Speaking,Communication
43734,1991,Digital Marketing,Business
43734,1991,Programming,Computer Science
43734,2005,Creative Writing,Literature
43734,2005,Graphic Design,Design
43734,2005,Project Management,Business
43734,2005,Programming,Computer Science
43734,1997,Graphic Design,Design
43734,2021,Creative Writing,Literature
43734,2021,Marketing,Business
43734,2021,Data Analysis,Statistics
81720,1993,Marketing,Business
81720,1993,Graphic Design,Design
81720,1993,Programming,Computer Science
81720,2005,Web Development,Computer Science
81720,2005,Project Management,Business
81720,2016,Marketing,Business
81720,2016,Project Management,Business
81720,2016,Digital Marketing,Business
81720,1981,Creative Writing,Literature
81720,1981,Marketing,Business
81720,1981,Public Speaking,Communication
81720,1981,Programming,Computer Science
81720,2014,Creative Writing,Literature
81720,2014,Marketing,Business
81720,2014,Web Development,Computer Science
60700,1994,Programming,Computer Science
17010,1998,Problem Solving,Mathematics
17010,1998,Project Management,Business
85810,1983,Creative Writing,Literature
85810,1983,Public Speaking,Communication
85810,1983,Digital Marketing,Business
85810,1983,Data Analysis,Statistics
78897,1982,Problem Solving,Mathematics
91625,2006,Graphic Design,Design
91625,2006,Programming,Computer Science
97175,1992,Marketing,Business
97175,1992,Digital Marketing,Business
97175,1992,Data Analysis,Statistics
97175,1992,Graphic Design,Design
4220,1999,Marketing,Business
4220,1999,Digital Marketing,Business
4220,1999,Data Analysis,Statistics
4220,2021,Creative Writing,Literature
4220,2021,Digital Marketing,Business
4220,2021,Project Management,Business
4220,2021,Programming,Computer Science
4220,2020,Data Analysis,Statistics
4220,2020,Project Management,Business
4220,2020,Programming,Computer Science
60505,1991,Project Management,Business
60505,1994,Web Development,Computer Science
60505,1994,Problem Solving,Mathematics
60505,1994,Project Management,Business
60505,1994,Digital Marketing,Business
60505,1987,Marketing,Business
60505,1987,Problem Solving,Mathematics
60505,1987,Public Speaking,Communication
60505,1987,Project Management,Business
60505,2003,Creative Writing,Literature
60505,2003,Public Speaking,Communication
60505,2003,Graphic Design,Design
60505,2020,Web Development,Computer Science
60505,2020,Graphic Design,Design
60505,2020,Data Analysis,Statistics
60505,2020,Public Speaking,Communication
1356,2003,Graphic Design,Design
1356,2003,Problem Solving,Mathematics
1356,2003,Public Speaking,Communication
1356,2003,Programming,Computer Science
1356,2003,Project Management,Business
1356,2013,Project Management,Business
6913,1985,Creative Writing,Literature
6913,1985,Data Analysis,Statistics
6913,1996,Creative Writing,Literature
6913,1986,Creative Writing,Literature
6913,1986,Data Analysis,Statistics
6913,1986,Project Management,Business
6913,1986,Public Speaking,Communication
7569,1985,Web Development,Computer Science
361,1985,Marketing,Business
361,1985,Programming,Computer Science
361,1994,Problem Solving,Mathematics
361,1994,Web Development,Computer Science
361,1994,Project Management,Business
361,1989,Web Development,Computer Science
361,1989,Problem Solving,Mathematics
361,1989,Data Analysis,Statistics
361,1989,Project Management,Business
361,2004,Problem Solving,Mathematics
361,2004,Creative Writing,Literature
361,2004,Web Development,Computer Science
50505,1992,Marketing,Business
50505,1992,Project Management,Business
50505,2022,Creative Writing,Literature
50505,2022,Programming,Computer Science
50505,2022,Graphic Design,Design
50505,2000,Public Speaking,Communication
50883,2013,Graphic Design,Design
50883,1999,Graphic Design,Design
50883,1983,Web Development,Computer Science
50883,1983,Creative Writing,Literature
50883,1983,Project Management,Business
50883,1983,Marketing,Business
28083,2008,Project Management,Business
28083,2010,Graphic Design,Design
28083,2010,Data Analysis,Statistics
28083,2002,Programming,Computer Science
23891,1990,Web Development,Computer Science
23891,1990,Programming,Computer Science
23891,1993,Problem Solving,Mathematics
23891,1993,Public Speaking,Communication
23891,1989,Marketing,Business
23891,1989,Web Development,Computer Science
23891,1989,Problem Solving,Mathematics
23891,1989,Public Speaking,Communication
23891,1989,Programming,Computer Science
23891,2022,Graphic Design,Design
97112,1982,Web Development,Computer Science
97112,1982,Creative Writing,Literature
97112,1982,Digital Marketing,Business
97112,2017,Public Speaking,Communication
97112,2017,Programming,Computer Science
97112,2009,Marketing,Business
97112,2009,Public Speaking,Communication
97112,2009,Project Management,Business
97112,1994,Digital Marketing,Business
64297,2001,Problem Solving,Mathematics
64297,2001,Digital Marketing,Business
64297,1987,Creative Writing,Literature
64297,1987,Problem Solving,Mathematics
64297,2020,Graphic Design,Design
64297,2020,Digital Marketing,Business
64297,2019,Digital Marketing,Business
64297,2019,Project Management,Business
64297,2019,Programming,Computer Science
64297,1982,Public Speaking,Communication
64297,1982,Digital Marketing,Business
58117,2009,Web Development,Computer Science
58117,2009,Project Management,Business
58117,2009,Problem Solving,Mathematics
58117,2009,Graphic Design,Design
58117,2009,Data Analysis,Statistics
18589,2006,Creative Writing,Literature
18589,2006,Programming,Computer Science
18589,2010,Programming,Computer Science
18589,2018,Web Development,Computer Science
18589,1995,Graphic Design,Design
18589,1995,Digital Marketing,Business
18589,1995,Programming,Computer Science
18589,2015,Graphic Design,Design
69069,1995,Problem Solving,Mathematics
69069,1995,Graphic Design,Design
69069,1995,Data Analysis,Statistics
27,1987,Marketing,Business
27,1987,Problem Solving,Mathematics
346,1983,Problem Solving,Mathematics
346,1983,Graphic Design,Design
346,1983,Digital Marketing,Business
346,1983,Project Management,Business
88043,2016,Marketing,Business
88043,2016,Graphic Design,Design
88043,2016,Data Analysis,Statistics
76175,2016,Creative Writing,Literature
76175,2016,Problem Solving,Mathematics
76175,2016,Graphic Design,Design
76175,1999,Graphic Design,Design
76175,2022,Creative Writing,Literature
76175,2022,Marketing,Business
28398,1985,Creative Writing,Literature
28398,1985,Graphic Design,Design
28398,1985,Digital Marketing,Business
28398,1985,Project Management,Business
57229,1991,Web Development,Computer Science
57229,1991,Creative Writing,Literature
57229,1991,Data Analysis,Statistics
57229,1991,Graphic Design,Design
57229,1989,Creative Writing,Literature
57229,1989,Problem Solving,Mathematics
57229,1989,Public Speaking,Communication
57229,1994,Problem Solving,Mathematics
57229,1994,Marketing,Business
57229,1994,Project Management,Business
57229,1994,Data Analysis,Statistics
57229,1985,Data Analysis,Statistics
57229,2011,Creative Writing,Literature
57229,2011,Graphic Design,Design
77497,2000,Web Development,Computer Science
45043,1992,Creative Writing,Literature
45043,1992,Graphic Design,Design
33096,1986,Graphic Design,Design
33096,2003,Web Development,Computer Science
33096,2003,Public Speaking,Communication
33096,2003,Digital Marketing,Business
33096,2003,Data Analysis,Statistics
33096,2013,Graphic Design,Design
33096,2013,Digital Marketing,Business
33096,2013,Problem Solving,Mathematics
33096,2013,Data Analysis,Statistics
33096,2013,Public Speaking,Communication
33096,1987,Public Speaking,Communication
30511,1999,Creative Writing,Literature
30511,1999,Web Development,Computer Science
30511,1999,Project Management,Business
30511,1999,Programming,Computer Science
30511,1985,Data Analysis,Statistics
30511,1985,Public Speaking,Communication
30511,1982,Data Analysis,Statistics
30511,1982,Programming,Computer Science
53945,2007,Web Development,Computer Science
53945,2007,Project Management,Business
53945,2007,Digital Marketing,Business
53945,2007,Programming,Computer Science
53945,2007,Marketing,Business
53945,2007,Problem Solving,Mathematics
53945,2007,Web Development,Computer Science
53945,2016,Web Development,Computer Science
53945,2016,Project Management,Business
1384,1990,Project Management,Business
2646,2014,Creative Writing,Literature
2646,1984,Web Development,Computer Science
2646,2005,Creative Writing,Literature
2646,2005,Web Development,Computer Science
2646,1998,Web Development,Computer Science
2646,1998,Creative Writing,Literature
2646,1998,Project Management,Business
92015,2020,Marketing,Business
92015,2020,Web Development,Computer Science
92015,2020,Creative Writing,Literature
92015,2020,Problem Solving,Mathematics
92015,2020,Programming,Computer Science
92015,1999,Marketing,Business
92015,1999,Public Speaking,Communication
92015,1999,Programming,Computer Science
92015,1997,Web Development,Computer Science
92015,2010,Marketing,Business
92015,2010,Graphic Design,Design
92015,2010,Project Management,Business
92015,1989,Marketing,Business
92015,1989,Graphic Design,Design
67595,2018,Web Development,Computer Science
67595,2018,Graphic Design,Design
67595,2018,Data Analysis,Statistics
67595,2018,Programming,Computer Science
67595,2004,Web Development,Computer Science
67595,2004,Creative Writing,Literature
67595,2004,Graphic Design,Design
67595,2004,Digital Marketing,Business
67595,2004,Public Speaking,Communication
67595,2001,Marketing,Business
67595,2001,Digital Marketing,Business
67595,2002,Marketing,Business
67595,2002,Problem Solving,Mathematics
67595,2002,Public Speaking,Communication
67595,2002,Digital Marketing,Business
67595,2005,Creative Writing,Literature
67595,2005,Project Management,Business
67595,2005,Public Speaking,Communication
67595,2005,Web Development,Computer Science
61148,1981,Project Management,Business
61148,1996,Marketing,Business
61148,1996,Problem Solving,Mathematics
61148,1996,Data Analysis,Statistics
61148,1996,Graphic Design,Design
6046,2002,Marketing,Business
6046,2002,Problem Solving,Mathematics
6046,2002,Data Analysis,Statistics
6046,1999,Project Management,Business
6046,1999,Programming,Computer Science
6046,2009,Graphic Design,Design
6046,2009,Digital Marketing,Business
6046,2009,Data Analysis,Statistics
6046,2009,Programming,Computer Science
6046,2009,Project Management,Business
6046,1999,Creative Writing,Literature
90411,2004,Problem Solving,Mathematics
90411,2004,Data Analysis,Statistics
90411,2004,Digital Marketing,Business
90411,2003,Creative Writing,Literature
90411,2000,Programming,Computer Science
90411,2002,Problem Solving,Mathematics
90411,2002,Project Management,Business
90411,1991,Problem Solving,Mathematics
90411,1991,Public Speaking,Communication
90411,1991,Programming,Computer Science
4666,2001,Marketing,Business
4666,2001,Programming,Computer Science
4666,2017,Data Analysis,Statistics
4666,2017,Public Speaking,Communication
4666,1999,Problem Solving,Mathematics
4666,1999,Digital Marketing,Business
4666,2006,Creative Writing,Literature
4666,2006,Programming,Computer Science
4666,2006,Public Speaking,Communication
60706,2003,Programming,Computer Science
29680,1984,Programming,Computer Science
29680,2019,Programming,Computer Science
29680,1985,Creative Writing,Literature
29680,1985,Problem Solving,Mathematics
29680,1985,Graphic Design,Design
63263,1987,Creative Writing,Literature
63263,2013,Marketing,Business
63263,2013,Digital Marketing,Business
63263,2013,Programming,Computer Science
63263,2013,Graphic Design,Design
82700,2004,Problem Solving,Mathematics
82700,2004,Graphic Design,Design
82700,2004,Marketing,Business
82700,2004,Problem Solving,Mathematics
82700,2004,Graphic Design,Design
82700,2016,Graphic Design,Design
82700,2016,Data Analysis,Statistics
82700,2016,Digital Marketing,Business
82700,1983,Creative Writing,Literature
